Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Category_clothing,Category_footwear,Category_outerwear,Season_spring,Season_summer,Season_winter,Shipping Type_express,Shipping Type_free shipping,Shipping Type_next day air,Shipping Type_standard,Shipping Type_store pickup,Payment Method_cash,Payment Method_credit card,Payment Method_debit card,Payment Method_paypal,Payment Method_venmo,Purchase_Amount_Bins,Age_Group,Review_Sentiment
69,1,dress,32,maryland,1,silver,3.7,0,1,1,43,52,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,low,65+,neutral
19,1,sneakers,55,kansas,1,black,2.9,0,1,1,19,4,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,medium,18-24,negative
66,1,sunglasses,26,arkansas,0,black,2.8,0,1,1,40,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,low,65+,negative
64,1,handbag,29,minnesota,1,olive,3.7,0,1,1,13,12,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,low,55-64,neutral
54,1,blouse,49,new mexico,2,purple,3.0,0,1,1,20,12,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,medium,45-54,neutral
27,1,blouse,45,delaware,1,indigo,4.8,0,1,1,21,4,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,low,25-34,positive
64,1,shorts,48,utah,0,lavender,2.7,0,1,1,18,26,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,medium,55-64,negative
43,1,shorts,47,ohio,0,cyan,4.5,0,1,1,44,4,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,medium,35-44,positive
43,1,hoodie,57,alabama,1,gold,2.7,0,1,1,26,4,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,medium,35-44,negative
27,1,backpack,34,south dakota,2,magenta,3.5,0,1,1,34,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,low,25-34,neutral
35,1,sunglasses,75,new mexico,3,teal,3.5,0,1,1,24,4,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,high,35-44,neutral
43,1,scarf,94,oregon,2,beige,4.5,0,1,1,23,26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,high,35-44,positive
57,1,hat,84,oregon,1,teal,3.8,0,1,1,3,52,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,high,55-64,neutral
50,1,scarf,38,mississippi,1,indigo,3.8,0,1,1,2,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,low,45-54,neutral
37,1,scarf,75,alabama,1,purple,3.2,0,1,1,23,26,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,high,35-44,neutral
68,1,pants,44,kansas,1,teal,4.3,0,1,1,8,52,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,low,65+,positive
22,1,backpack,33,california,3,turquoise,4.5,0,1,1,30,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,low,18-24,positive
58,1,sunglasses,93,idaho,2,peach,4.2,0,1,1,48,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,high,55-64,positive
48,1,sneakers,99,wyoming,0,green,3.0,0,1,1,21,26,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,high,45-54,neutral
30,1,backpack,33,minnesota,1,turquoise,4.1,0,1,1,9,12,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,low,25-34,positive
51,1,sneakers,76,washington,2,yellow,4.6,0,1,1,8,12,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,high,45-54,positive
20,1,skirt,63,hawaii,1,orange,2.9,0,1,1,29,52,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,medium,18-24,negative
30,1,pants,41,missouri,2,brown,4.8,0,1,1,3,4,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,low,25-34,positive
28,1,jewelry,88,colorado,2,silver,4.5,0,1,1,11,26,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,high,25-34,positive
37,1,skirt,92,washington,2,white,3.4,0,1,1,16,12,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,high,35-44,neutral
36,1,t-shirt,31,north dakota,2,indigo,4.3,0,1,1,25,52,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,low,35-44,positive
18,1,skirt,25,minnesota,0,magenta,4.2,0,1,1,32,26,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,low,18-24,positive
52,1,shirt,28,california,1,turquoise,3.6,0,1,1,28,26,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,low,45-54,neutral
56,1,dress,75,michigan,1,white,3.7,0,1,1,36,12,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,high,55-64,neutral
68,1,boots,34,delaware,0,olive,4.0,0,1,1,7,26,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,low,65+,positive
62,1,pants,97,california,0,maroon,4.9,0,1,1,2,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,high,55-64,positive
35,1,jacket,80,oklahoma,1,violet,3.1,0,1,1,6,12,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,high,35-44,neutral
65,1,sneakers,71,north dakota,2,cyan,3.7,0,1,1,30,1,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,medium,65+,neutral
69,1,jewelry,77,ohio,2,teal,4.2,0,1,1,46,4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,high,65+,positive
28,1,belt,41,hawaii,2,red,2.5,0,1,1,39,12,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,low,25-34,negative
37,1,scarf,92,maryland,3,yellow,4.3,0,1,1,8,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,high,35-44,positive
41,1,blouse,95,hawaii,0,silver,3.1,0,1,1,46,4,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,high,35-44,neutral
37,1,sweater,25,alabama,1,charcoal,3.0,0,1,1,40,26,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,low,35-44,neutral
25,1,boots,77,oklahoma,1,purple,4.0,0,1,1,21,52,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,high,25-34,positive
41,1,socks,99,alabama,1,beige,3.5,0,1,1,33,26,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,high,35-44,neutral
48,1,belt,24,vermont,2,cyan,3.2,0,1,1,3,12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,low,45-54,neutral
42,1,sneakers,72,ohio,1,silver,2.7,0,1,1,48,52,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,medium,35-44,negative
54,1,jeans,80,wisconsin,0,pink,3.0,0,1,1,8,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,high,45-54,neutral
18,1,skirt,100,south dakota,2,gold,2.9,0,1,1,24,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,high,18-24,negative
56,1,shoes,83,iowa,1,cyan,3.3,0,1,1,10,4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,high,55-64,neutral
61,1,dress,95,maryland,1,black,4.9,0,1,1,25,12,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,high,55-64,positive
40,1,handbag,41,colorado,3,charcoal,3.7,0,1,1,3,26,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,low,35-44,neutral
34,1,backpack,35,wisconsin,0,magenta,3.5,0,1,1,45,26,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,low,25-34,neutral
42,1,jewelry,30,mississippi,0,pink,4.7,0,1,1,15,12,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,low,35-44,positive
43,1,hat,21,mississippi,3,maroon,2.6,0,1,1,34,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,low,35-44,negative
47,1,jewelry,85,california,1,teal,4.1,0,1,1,21,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,high,45-54,positive
48,1,shirt,54,delaware,1,orange,2.8,0,1,1,22,26,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,medium,45-54,negative
20,1,boots,26,montana,0,yellow,4.7,0,1,1,24,52,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,low,18-24,positive
65,1,shirt,59,indiana,3,red,2.9,0,1,1,33,12,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,medium,65+,negative
54,1,sunglasses,48,west virginia,0,charcoal,2.8,0,1,1,13,26,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,medium,45-54,negative
23,1,shorts,98,iowa,2,black,4.3,0,1,1,17,26,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,high,18-24,positive
18,1,sweater,92,maine,1,white,4.8,0,1,1,25,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,high,18-24,positive
70,1,belt,46,connecticut,1,lavender,3.4,0,1,1,15,26,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,medium,65+,neutral
55,1,t-shirt,21,kansas,0,white,4.3,0,1,1,4,26,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,low,55-64,positive
49,1,shorts,72,vermont,0,gray,2.7,0,1,1,43,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,medium,45-54,negative
26,1,sandals,58,nebraska,3,cyan,4.6,0,1,1,12,26,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,medium,25-34,positive
33,1,shirt,93,nevada,0,brown,4.1,0,1,1,3,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,high,25-34,positive
20,1,socks,31,tennessee,2,purple,3.4,0,1,1,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,low,18-24,neutral
41,1,pants,26,arkansas,2,yellow,4.5,0,1,1,6,12,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,low,35-44,positive
18,1,skirt,68,wisconsin,1,indigo,4.4,0,1,1,26,12,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,medium,18-24,positive
26,1,jewelry,31,illinois,0,black,4.0,0,1,1,6,26,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,low,25-34,positive
30,1,t-shirt,41,kansas,0,gray,3.4,0,1,1,22,26,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,low,25-34,neutral
64,1,jewelry,62,new york,1,indigo,3.2,0,1,1,45,26,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,medium,55-64,neutral
26,1,hat,41,colorado,1,green,3.4,0,1,1,50,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,low,25-34,neutral
43,1,blouse,64,wisconsin,1,peach,4.3,0,1,1,50,26,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,medium,35-44,positive
63,1,sandals,72,michigan,2,purple,5.0,0,1,1,39,4,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,medium,55-64,positive
57,1,handbag,78,hawaii,2,beige,3.5,0,1,1,50,26,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,high,55-64,neutral
25,1,hat,47,virginia,1,charcoal,3.1,0,1,1,27,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,medium,25-34,neutral
68,1,scarf,46,ohio,2,gray,3.9,0,1,1,38,26,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,medium,65+,neutral
31,1,shorts,43,missouri,0,brown,4.0,0,1,1,37,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,low,25-34,positive
64,1,backpack,58,indiana,1,cyan,3.5,0,1,1,50,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,medium,55-64,neutral
38,1,sweater,32,florida,1,white,3.6,0,1,1,40,4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,low,35-44,neutral
34,1,skirt,45,minnesota,2,beige,3.0,0,1,1,3,26,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,low,25-34,neutral
32,1,sneakers,35,nevada,2,orange,2.6,0,1,1,45,26,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,low,25-34,negative
69,1,sunglasses,21,maine,1,olive,2.9,0,1,1,8,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,low,65+,negative
45,1,dress,64,massachusetts,0,teal,3.1,0,1,1,7,12,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,medium,45-54,neutral
35,1,blouse,88,north dakota,0,silver,3.3,0,1,1,13,4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,high,35-44,neutral
63,1,shoes,48,new jersey,1,gold,2.9,0,1,1,29,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,medium,55-64,negative
65,1,sweater,36,indiana,2,violet,3.9,0,1,1,7,26,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,low,65+,neutral
35,1,gloves,28,oregon,0,white,4.7,0,1,1,50,4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,low,35-44,positive
54,1,socks,80,north dakota,1,peach,4.4,0,1,1,33,26,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,high,45-54,positive
28,1,coat,23,south carolina,0,orange,3.6,0,1,1,30,4,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,low,25-34,neutral
68,1,sunglasses,24,north carolina,2,violet,3.2,0,1,1,40,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,low,65+,neutral
58,1,boots,22,north dakota,2,green,4.0,0,1,1,49,26,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,low,55-64,positive
35,1,dress,21,massachusetts,1,peach,3.5,0,1,1,32,26,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,low,35-44,neutral
68,1,jacket,51,tennessee,1,black,4.6,0,1,1,18,52,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,medium,65+,positive
41,1,gloves,65,missouri,2,blue,3.3,0,1,1,50,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,medium,35-44,neutral
65,1,scarf,51,tennessee,0,magenta,4.0,0,1,1,13,52,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,medium,65+,positive
50,1,hoodie,32,colorado,2,violet,3.4,0,1,1,1,4,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,low,45-54,neutral
18,1,coat,70,mississippi,1,beige,4.2,0,1,1,16,26,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,medium,18-24,positive
38,1,scarf,77,ohio,2,pink,3.9,0,1,1,6,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,high,35-44,neutral
68,1,coat,90,north carolina,0,beige,3.9,0,1,1,21,12,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,high,65+,neutral
53,1,scarf,36,ohio,2,green,2.8,0,1,1,36,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,low,45-54,negative
58,1,handbag,77,nebraska,0,silver,3.7,0,1,1,20,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,high,55-64,neutral
34,1,boots,78,hawaii,1,purple,4.9,0,1,1,8,4,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,high,25-34,positive
36,1,pants,69,oklahoma,1,gray,2.6,0,1,1,22,12,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,medium,35-44,negative
58,1,t-shirt,63,wisconsin,1,white,4.9,0,1,1,3,4,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,medium,55-64,positive
60,1,scarf,36,arkansas,1,silver,3.4,0,1,1,46,26,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,low,55-64,neutral
59,1,coat,80,texas,1,blue,3.9,0,1,1,42,12,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,high,55-64,neutral
65,1,sweater,35,new mexico,1,orange,4.0,0,1,1,1,26,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,low,65+,positive
31,1,belt,93,colorado,2,silver,3.0,0,1,1,29,26,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,high,25-34,neutral
43,1,belt,25,indiana,2,gray,2.6,0,1,1,14,4,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,low,35-44,negative
37,1,sweater,81,arizona,2,gold,3.2,0,1,1,4,12,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,high,35-44,neutral
21,1,blouse,42,indiana,2,brown,2.6,0,1,1,41,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,low,18-24,negative
69,1,skirt,36,indiana,2,turquoise,3.2,0,1,1,4,26,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,low,65+,neutral
32,1,jewelry,66,alaska,0,pink,4.1,0,1,1,47,52,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,medium,25-34,positive
53,1,gloves,37,utah,1,black,3.9,0,1,1,44,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,low,45-54,neutral
59,1,t-shirt,45,louisiana,2,yellow,4.1,0,1,1,37,12,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,low,55-64,positive
64,1,gloves,86,iowa,0,beige,2.7,0,1,1,21,4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,high,55-64,negative
63,1,sunglasses,24,new mexico,1,olive,4.6,0,1,1,46,26,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,low,55-64,positive
43,1,shirt,22,maine,3,gold,3.5,0,1,1,1,26,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,low,35-44,neutral
19,1,handbag,53,minnesota,1,purple,5.0,0,1,1,35,52,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,medium,18-24,positive
40,1,jacket,41,new mexico,2,pink,3.4,0,1,1,49,12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,low,35-44,neutral
51,1,skirt,64,arkansas,1,blue,3.1,0,1,1,47,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,medium,45-54,neutral
51,1,handbag,40,oklahoma,2,brown,3.4,0,1,1,24,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,low,45-54,neutral
66,1,blouse,33,utah,2,charcoal,4.0,0,1,1,28,26,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,low,65+,positive
42,1,t-shirt,59,wisconsin,2,maroon,2.7,0,1,1,22,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,medium,35-44,negative
22,1,pants,73,utah,2,cyan,3.6,0,1,1,20,52,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,medium,18-24,neutral
31,1,hoodie,22,utah,1,olive,4.0,0,1,1,25,52,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,low,25-34,positive
18,1,boots,73,south carolina,2,gold,3.8,0,1,1,15,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,medium,18-24,neutral
21,1,blouse,62,hawaii,1,violet,3.4,0,1,1,49,26,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,medium,18-24,neutral
35,1,coat,56,alaska,1,peach,3.2,0,1,1,10,26,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,medium,35-44,neutral
35,1,pants,90,colorado,1,beige,4.7,0,1,1,21,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,high,35-44,positive
27,1,sunglasses,44,west virginia,1,cyan,3.1,0,1,1,34,52,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,low,25-34,neutral
65,1,jeans,35,oregon,2,silver,3.3,0,0,0,41,52,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,low,65+,neutral
41,1,pants,71,ohio,0,magenta,4.8,0,0,0,30,26,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,medium,35-44,positive
60,1,dress,52,massachusetts,0,black,4.5,0,0,0,24,26,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,medium,55-64,positive
61,1,shoes,37,louisiana,1,olive,3.4,0,0,0,6,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,low,55-64,neutral
24,1,sneakers,95,virginia,2,green,3.7,0,0,0,14,26,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,high,18-24,neutral
65,1,socks,97,new york,1,yellow,4.9,0,0,0,37,26,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,high,65+,positive
23,1,coat,57,arkansas,0,lavender,3.5,0,0,0,37,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,medium,18-24,neutral
30,1,shirt,93,new mexico,1,indigo,4.6,0,0,0,28,52,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,high,25-34,positive
33,1,blouse,48,minnesota,1,pink,4.6,0,0,0,43,26,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,medium,25-34,positive
22,1,gloves,75,illinois,2,red,4.2,0,0,0,25,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,high,18-24,positive
67,1,skirt,70,georgia,0,magenta,3.7,0,0,0,4,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,medium,65+,neutral
28,1,handbag,26,mississippi,0,peach,3.0,0,0,0,13,26,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,low,25-34,neutral
32,1,shirt,73,north carolina,2,turquoise,4.6,0,0,0,32,12,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,medium,25-34,positive
40,1,coat,30,nevada,1,black,3.2,0,0,0,1,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,low,35-44,neutral
64,1,shoes,61,connecticut,2,blue,3.5,0,0,0,4,1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,medium,55-64,neutral
56,1,handbag,75,utah,1,beige,2.6,0,0,0,33,26,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,high,55-64,negative
63,1,jacket,88,tennessee,3,olive,4.9,0,0,0,45,26,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,high,55-64,positive
20,1,shirt,67,mississippi,1,turquoise,2.7,0,0,0,20,26,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,medium,18-24,negative
54,1,hat,95,nebraska,0,yellow,4.7,0,0,0,1,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,high,45-54,positive
31,1,sunglasses,69,west virginia,0,turquoise,4.0,0,0,0,7,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,medium,25-34,positive
36,1,shirt,87,south carolina,2,lavender,3.5,0,0,0,48,4,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,high,35-44,neutral
25,1,belt,41,iowa,3,turquoise,4.8,0,0,0,46,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,low,25-34,positive
20,1,sweater,67,north dakota,2,teal,4.0,0,0,0,34,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,medium,18-24,positive
62,1,hoodie,70,west virginia,2,black,4.1,0,0,0,36,12,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,medium,55-64,positive
69,1,handbag,41,mississippi,3,blue,3.8,0,0,0,44,4,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,low,65+,neutral
54,1,jeans,83,alabama,3,yellow,5.0,0,0,0,48,52,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,high,45-54,positive
39,1,backpack,22,california,1,black,4.0,0,0,0,12,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,low,35-44,positive
56,1,sneakers,20,idaho,1,lavender,3.9,0,0,0,19,4,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,low,55-64,neutral
39,1,jewelry,29,south dakota,2,cyan,3.4,0,0,0,49,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,low,35-44,neutral
37,1,sunglasses,87,north dakota,1,brown,3.0,0,0,0,25,26,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,high,35-44,neutral
25,1,shorts,81,nevada,2,maroon,4.9,0,0,0,25,26,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,high,25-34,positive
35,1,boots,58,florida,2,cyan,3.2,0,0,0,1,4,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,medium,35-44,neutral
45,1,skirt,83,indiana,1,pink,3.8,0,0,0,19,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,high,45-54,neutral
19,1,pants,59,arkansas,3,orange,3.8,0,0,0,7,4,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,medium,18-24,neutral
21,1,t-shirt,93,north carolina,1,lavender,4.7,0,0,0,19,12,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,high,18-24,positive
65,1,t-shirt,87,illinois,0,beige,3.8,0,0,0,9,26,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,high,65+,neutral
49,1,jacket,22,missouri,1,pink,4.6,0,0,0,37,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,low,45-54,positive
30,1,jeans,71,south dakota,0,charcoal,4.4,0,0,0,15,12,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,medium,25-34,positive
23,1,dress,69,idaho,3,gray,3.4,0,0,0,30,26,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,medium,18-24,neutral
69,1,blouse,47,connecticut,1,cyan,4.7,0,0,0,30,4,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,medium,65+,positive
29,1,hoodie,50,hawaii,2,orange,2.9,0,0,0,16,26,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,medium,25-34,negative
54,1,t-shirt,96,maryland,2,pink,3.4,0,0,0,14,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,high,45-54,neutral
45,1,sweater,39,maryland,1,white,3.2,0,0,0,8,4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,low,45-54,neutral
25,1,shorts,84,massachusetts,0,beige,2.8,0,0,0,40,26,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,high,25-34,negative
34,1,jewelry,28,delaware,0,magenta,4.3,0,0,0,24,12,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,low,25-34,positive
46,1,t-shirt,51,massachusetts,2,violet,3.3,0,0,0,14,26,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,medium,45-54,neutral
70,1,scarf,20,new york,3,gold,3.3,0,0,0,39,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,low,65+,neutral
42,1,shoes,72,delaware,0,teal,3.3,0,0,0,21,52,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,medium,35-44,neutral
45,1,sunglasses,33,massachusetts,1,indigo,3.0,0,0,0,32,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,low,45-54,neutral
57,1,coat,28,indiana,0,olive,2.8,0,0,0,45,52,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,low,55-64,negative
49,1,blouse,53,virginia,0,violet,4.0,0,0,0,19,12,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,medium,45-54,positive
23,1,jeans,48,wyoming,2,black,4.3,0,0,0,1,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,medium,18-24,positive
47,1,shorts,21,illinois,1,brown,3.8,0,0,0,12,26,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,low,45-54,neutral
